ticket_id,timestamp,equipment_id,product_type,risk_tier,health_score,failure_probability_pct,anomaly_score_pct,diagnosed_failure_mode,root_cause_explanation,recommended_action,urgency_level
TICK-03931,2026-01-06 00:48:00,M22107,M,WATCH,73.2,1.2,31.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03932,2026-01-06 00:51:00,M22110,M,WATCH,51.4,48.6,12.4,TWF - Tool Wear Failure,Cumulative tool wear reached 206 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03933,2026-01-06 00:52:00,M22111,M,WATCH,62.2,37.8,13.1,TWF - Tool Wear Failure,Cumulative tool wear reached 209 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03934,2026-01-06 00:54:00,L54433,L,WATCH,70.7,10.8,34.5,TWF - Tool Wear Failure,Cumulative tool wear reached 217 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03935,2026-01-06 00:55:00,L54434,L,WATCH,62.3,37.7,32.6,TWF - Tool Wear Failure,Cumulative tool wear reached 219 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03936,2026-01-06 00:56:00,M22115,M,WARNING,44.3,55.7,21.5,TWF - Tool Wear Failure,Cumulative tool wear reached 221 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03937,2026-01-06 00:59:00,L54438,L,WATCH,68.5,0.2,37.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03938,2026-01-06 01:01:00,L54440,L,CRITICAL,20.6,0.2,93.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03939,2026-01-06 01:02:00,L54441,L,WATCH,53.2,0.4,55.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03940,2026-01-06 01:03:00,M22122,M,WATCH,65.3,0.5,40.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03941,2026-01-06 01:04:00,L54443,L,WATCH,63.2,2.9,43.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03942,2026-01-06 01:06:00,L54445,L,WATCH,63.0,0.9,43.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03943,2026-01-06 01:08:00,L54447,L,WATCH,71.5,0.3,33.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03944,2026-01-06 01:10:00,M22129,M,WATCH,72.0,0.2,32.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03945,2026-01-06 01:11:00,L54450,L,WATCH,55.2,0.2,52.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03946,2026-01-06 01:12:00,M22131,M,WATCH,69.6,0.1,35.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03947,2026-01-06 01:13:00,L54452,L,WARNING,44.0,0.3,65.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03948,2026-01-06 01:14:00,M22133,M,WATCH,65.9,0.3,40.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03949,2026-01-06 01:21:00,L54460,L,CRITICAL,0.5,99.5,69.4,PWF - Power Failure,"Mechanical shaft power consumption is 9387.6W, operating outside nominal safe window [3500.0W, 9000.0W]. Indicates severe electrical drive defect or mechanical seizure.","Conduct motor inverter electrical inspection, measure phase resistance, and check power supply voltage.",IMMEDIATE (Halt operation / inspect before restart)
TICK-03950,2026-01-06 01:24:00,M22143,M,WATCH,55.2,5.0,52.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03951,2026-01-06 01:25:00,M22144,M,WATCH,55.9,1.4,51.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03952,2026-01-06 01:26:00,M22145,M,WARNING,27.6,0.5,85.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03953,2026-01-06 01:27:00,M22146,M,WATCH,61.4,0.3,45.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03954,2026-01-06 01:29:00,M22148,M,CRITICAL,21.4,1.9,92.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03955,2026-01-06 01:30:00,L54469,L,WATCH,54.1,8.7,54.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03956,2026-01-06 01:31:00,L54470,L,WARNING,32.7,0.4,79.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03957,2026-01-06 01:32:00,L54471,L,WATCH,62.0,4.0,44.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03958,2026-01-06 01:33:00,M22152,M,WATCH,73.0,0.6,31.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03959,2026-01-06 01:34:00,L54473,L,WATCH,64.6,0.3,41.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03960,2026-01-06 01:35:00,L54474,L,WATCH,50.1,0.5,58.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03961,2026-01-06 01:36:00,M22155,M,WATCH,56.5,0.4,51.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03962,2026-01-06 01:37:00,H36710,H,WARNING,47.3,0.5,62.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03963,2026-01-06 01:40:00,L54479,L,WATCH,69.7,0.5,35.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03964,2026-01-06 01:55:00,L54494,L,WATCH,64.2,0.3,42.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03965,2026-01-06 01:56:00,L54495,L,WATCH,73.5,0.3,31.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03966,2026-01-06 01:58:00,L54497,L,WATCH,70.9,2.7,34.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03967,2026-01-06 02:01:00,H36734,H,WATCH,70.4,1.3,34.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03968,2026-01-06 02:02:00,L54501,L,WATCH,65.7,0.5,40.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03969,2026-01-06 02:07:00,M22186,M,WATCH,64.4,0.1,41.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03970,2026-01-06 02:13:00,M22192,M,WATCH,69.4,1.2,36.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03971,2026-01-06 02:14:00,M22193,M,WATCH,66.6,5.3,39.2,TWF - Tool Wear Failure,Cumulative tool wear reached 201 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03972,2026-01-06 02:15:00,L54514,L,WATCH,70.0,30.0,11.2,TWF - Tool Wear Failure,Cumulative tool wear reached 204 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03973,2026-01-06 02:16:00,L54515,L,WATCH,71.8,0.4,33.1,TWF - Tool Wear Failure,Cumulative tool wear reached 206 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03974,2026-01-06 02:19:00,L54518,L,WARNING,45.2,54.8,14.5,TWF - Tool Wear Failure,Cumulative tool wear reached 215 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03975,2026-01-06 02:25:00,L54524,L,WATCH,74.7,0.3,29.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03976,2026-01-06 02:26:00,L54525,L,WATCH,61.8,1.6,45.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03977,2026-01-06 02:46:00,L54545,L,WATCH,72.0,0.5,33.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03978,2026-01-06 02:48:00,M22227,M,WATCH,65.9,1.9,40.2,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03979,2026-01-06 03:01:00,L54560,L,WATCH,68.8,0.7,36.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03980,2026-01-06 03:03:00,L54562,L,WATCH,71.4,1.0,33.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03981,2026-01-06 03:06:00,M22245,M,WATCH,63.4,0.8,43.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03982,2026-01-06 03:07:00,M22246,M,WATCH,67.7,0.7,38.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03983,2026-01-06 03:08:00,H36801,H,WATCH,64.0,0.9,42.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03984,2026-01-06 03:09:00,M22248,M,WATCH,63.9,0.4,42.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03985,2026-01-06 03:10:00,L54569,L,WATCH,67.7,0.7,37.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03986,2026-01-06 03:18:00,L54577,L,WATCH,72.5,0.7,32.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03987,2026-01-06 03:19:00,M22258,M,WATCH,73.6,0.9,31.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03988,2026-01-06 03:21:00,M22260,M,WATCH,62.4,1.3,44.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03989,2026-01-06 03:22:00,L54581,L,WATCH,51.0,2.5,57.7,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03990,2026-01-06 03:23:00,M22262,M,WATCH,66.8,0.9,39.1,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03991,2026-01-06 03:24:00,L54583,L,WATCH,70.0,1.1,35.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03992,2026-01-06 03:29:00,L54588,L,WATCH,72.3,0.2,32.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03993,2026-01-06 03:30:00,L54589,L,WATCH,56.0,0.3,51.8,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03994,2026-01-06 03:39:00,M22278,M,WATCH,72.4,2.3,32.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03995,2026-01-06 03:40:00,L54599,L,WATCH,70.4,3.9,34.9,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-03996,2026-01-06 03:42:00,M22281,M,WATCH,58.8,0.4,48.4,TWF - Tool Wear Failure,Cumulative tool wear reached 203 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03997,2026-01-06 03:43:00,L54602,L,WATCH,69.7,0.2,35.6,TWF - Tool Wear Failure,Cumulative tool wear reached 206 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03998,2026-01-06 03:44:00,L54603,L,WATCH,69.2,30.1,36.2,TWF - Tool Wear Failure,Cumulative tool wear reached 208 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-03999,2026-01-06 03:45:00,M22284,M,WARNING,49.1,50.9,36.8,TWF - Tool Wear Failure,Cumulative tool wear reached 210 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-04000,2026-01-06 03:46:00,M22285,M,WATCH,59.3,15.9,47.8,TWF - Tool Wear Failure,Cumulative tool wear reached 213 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-04001,2026-01-06 03:47:00,M22286,M,CRITICAL,13.0,87.0,35.8,TWF - Tool Wear Failure,Cumulative tool wear reached 216 min (safe operating threshold: 200 min). High probability of surface finish degradation and micro-fractures.,Schedule tooling replacement during next cycle pause. Inspect tool holder for wear marks.,MEDIUM (Schedule tool replacement)
TICK-04002,2026-01-06 03:48:00,L54607,L,WATCH,60.5,0.3,46.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04003,2026-01-06 03:49:00,M22288,M,WARNING,46.2,0.2,63.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04004,2026-01-06 03:51:00,M22290,M,WATCH,62.6,0.7,44.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04005,2026-01-06 03:52:00,M22291,M,WARNING,37.1,1.7,74.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04006,2026-01-06 03:54:00,M22293,M,WATCH,50.2,1.1,58.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04007,2026-01-06 03:57:00,L54616,L,WATCH,72.3,0.1,32.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04008,2026-01-06 03:58:00,L54617,L,WATCH,60.0,0.2,47.0,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04009,2026-01-06 03:59:00,L54618,L,WATCH,51.9,0.2,56.6,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04010,2026-01-06 04:00:00,L54619,L,WATCH,68.1,0.2,37.5,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04011,2026-01-06 04:01:00,L54620,L,WATCH,64.0,0.7,42.4,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
TICK-04012,2026-01-06 04:02:00,M22301,M,WATCH,67.4,0.6,38.3,ANOMALY - Multivariate Mechanical Drift,Multiple telemetry signals exhibit atypical cross-correlation detected by the Isolation Forest engine (unusual torque/speed variance ratio).,"Perform vibration analysis, check drive belt tension, and verify sensor calibration on spindle.",LOW-MEDIUM (Routine preventive inspection)
